,Player,Country,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5
15,Zafar Gohar ,PAK,1,1,60,54,2,Feb-54,27,5.4,30,0,0
16,Zahid Hussain ,CAN,2,2,120,94,2,Jan-37,47,4.7,60,0,0
17,MZ Zahir ,CAN,1,1,30,35,2,Feb-35,17.5,7,15,0,0
18,Zahir Khan ,AFG,1,1,60,55,2,Feb-55,27.5,5.5,30,0,0
19,Aamer Hameed ,PAK,2,2,88,38,1,Jan-32,38,2.59,88,0,0
20,SA Abbott ,AUS,1,1,30,25,1,Jan-25,25,5,30,0,0
21,Ahmed Kamal ,BDESH,1,1,30,39,1,Jan-39,39,7.8,30,0,0
22,DS Airee ,NEPAL,6,3,78,51,1,Jan-19,51,3.92,78,0,0
23,GW Aldridge ,NZ,2,2,114,98,1,Jan-45,98,5.15,114,0,0
24,Ali Khan ,USA,1,1,30,23,1,Jan-23,23,4.6,30,0,0
25,Aminul Islam jnr ,BDESH,1,1,30,33,1,Jan-33,33,6.6,30,0,0
26,Arshad Ali ,UAE,4,3,102,105,1,01-May,105,6.17,102,0,0
27,Arshad Laeeq ,UAE,6,6,198,198,1,Jan-25,198,6,198,0,0
28,B Arun ,INDIA,4,4,102,103,1,Jan-43,103,6.05,102,0,0
29,Asim Saeed ,UAE,2,2,54,40,1,Jan-25,40,4.44,54,0,0
30,KMC Bandara ,SL,1,1,60,83,1,Jan-83,83,8.3,60,0,0
31,Basil Hameed ,UAE,3,1,12,10,1,01-Oct,10,5,12,0,0
32,Basit Ali ,PAK,50,2,30,21,1,Jan-17,21,4.2,30,0,0
33,RR Beaton ,WI,2,2,102,102,1,Jan-60,102,6,102,0,0
34,JE Benjamin ,ENG,2,2,72,47,1,Jan-22,47,3.91,72,0,0
35,K Birkenstock ,NAM,5,1,6,5,1,01-May,5,5,6,0,0
36,BR Blair ,NZ,14,2,30,34,1,01-Jul,34,6.8,30,0,0
37,GK Bose ,INDIA,1,1,66,39,1,Jan-39,39,3.54,66,0,0
38,BP Bracewell ,NZ,1,1,66,41,1,Jan-41,41,3.72,66,0,0
39,KC Brathwaite ,WI,10,5,152,140,1,Jan-56,140,5.52,152,0,0
40,VR Brown ,NZ,3,2,66,75,1,Jan-24,75,6.81,66,0,0
41,DE Budge ,SCOT,3,2,36,26,1,Jan-21,26,4.33,36,0,0
42,MG Burgess ,NZ,26,3,74,69,1,01-Oct,69,5.59,74,0,0
43,RG Callender ,CAN,2,2,54,26,1,Jan-14,26,2.88,54,0,0
44,LOB Cann ,BMUDA,26,4,100,129,1,Jan-34,129,7.74,100,0,0
45,SJ Chalmers ,SCOT,2,2,60,49,1,Jan-34,49,4.9,60,0,0
46,S Chattergoon ,WI,18,4,80,48,1,01-Jan,48,3.6,80,0,0
47,MT Chinouya ,ZIM,2,2,66,50,1,Jan-36,50,4.54,66,0,0
48,KJ Coetzer ,SCOT,59,7,179,203,1,Jan-35,203,6.8,179,0,0
49,MJ Cosgrove ,AUS,3,2,30,13,1,01-Jan,13,2.6,30,0,0
0,CJ Dala ,SA,2,2,102,121,1,Jan-57,121,7.11,102,0,0
1,Dawlat Ahmadzai ,AFG,3,3,112,121,1,Jan-40,121,6.48,112,0,0
2,TN de Grooth ,NL,34,1,6,2,1,01-Feb,2,2,6,0,0
3,BFW de Leede ,NL,3,2,23,15,1,01-Mar,15,3.91,23,0,0
4,JL Denly ,ENG,13,3,66,60,1,Jan-24,60,5.45,66,0,0
5,R Dhawan ,INDIA,3,3,150,160,1,Jan-74,160,6.4,150,0,0
6,MS Dhoni ,Asia/INDIA,350,2,36,31,1,Jan-14,31,5.16,36,0,0
7,PS Eaglestone ,IRE,1,1,42,60,1,Jan-60,60,8.57,42,0,0
8,GN Edwards ,NZ,6,1,6,5,1,01-May,5,5,6,0,0
9,Faisal Hossain ,BDESH,6,2,73,53,1,Jan-27,53,4.35,73,0,0
10,Fakhar Zaman ,PAK,46,7,135,111,1,Jan-19,111,4.93,135,0,0
11,TL Fernando ,SL,1,1,18,16,1,Jan-16,16,5.33,18,0,0
12,SP Fleming ,ICC/NZ,280,3,29,28,1,01-Aug,28,5.79,29,0,0
13,MJ Fourie ,IRE,7,5,179,128,1,Jan-33,128,4.29,179,0,0
14,AN French ,HKG,2,2,72,67,1,Jan-51,67,5.58,72,0,0
15,AD Gaekwad ,INDIA,15,1,48,39,1,Jan-39,39,4.87,48,0,0
16,D Ganesh ,INDIA,1,1,30,20,1,Jan-20,20,4,30,0,0
17,TN Garwe ,ZIM,1,1,36,50,1,Jan-50,50,8.33,36,0,0
18,RS Gavaskar ,INDIA,11,2,72,74,1,Jan-56,74,6.16,72,0,0
19,SM Gavaskar ,INDIA,108,4,20,25,1,01-Oct,25,7.5,20,0,0
20,BD Glover ,NL,1,1,60,37,1,Jan-37,37,3.7,60,0,0
21,Y Goonasekera ,SL,3,2,36,35,1,Jan-24,35,5.83,36,0,0
22,EL Gouka ,NL,3,2,22,51,1,Jan-32,51,13.9,22,0,0
23,VD Grandia ,NL,1,1,30,40,1,Jan-40,40,8,30,0,0
24,CG Greenidge ,WI,128,2,60,45,1,Jan-21,45,4.5,60,0,0
25,RD Gudhka ,KENYA,2,2,78,60,1,Jan-41,60,4.61,78,0,0
26,Habibul Bashar ,BDESH,111,6,175,142,1,Jan-31,142,4.86,175,0,0
27,LJ Hamilton ,NZ,2,2,108,143,1,Jan-76,143,7.94,108,0,0
28,JR Hammond ,AUS,1,1,54,41,1,Jan-41,41,4.55,54,0,0
29,MJ Haslam ,NZ,1,1,30,28,1,Jan-28,28,5.6,30,0,0
30,DL Hemp ,BMUDA,22,4,114,119,1,Jan-25,119,6.26,114,0,0
31,BE Hendricks ,SA,4,3,126,106,1,Jan-50,106,5.04,126,0,0
32,RR Hendricks ,SA,18,3,42,47,1,Jan-13,47,6.71,42,0,0
33,BJ Hodge ,AUS,25,3,66,51,1,Jan-17,51,4.63,66,0,0
34,DW Hookes ,AUS,39,3,29,28,1,01-Feb,28,5.79,29,0,0
35,DL Houghton ,ZIM,63,1,12,19,1,Jan-19,19,9.5,12,0,0
36,Iftikhar Ahmed ,PAK,4,4,138,101,1,Jan-31,101,4.39,138,0,0
37,Ijaz Ahmed jnr ,PAK,2,2,30,25,1,01-Sep,25,5,30,0,0
38,Imran Nazir ,PAK,79,4,49,48,1,01-Mar,48,5.87,49,0,0
39,F Jansen ,NL,2,2,54,62,1,Jan-40,62,6.88,54,0,0
40,PS Jayaprakashdaran ,SL,1,1,36,21,1,Jan-21,21,3.5,36,0,0
41,TE Jesty ,ENG,10,4,108,93,1,Jan-23,93,5.16,108,0,0
42,Joginder Sharma ,INDIA,4,4,150,115,1,Jan-28,115,4.6,150,0,0
43,HR Johnson ,USA,2,2,60,69,1,Jan-26,69,6.9,60,0,0
44,S Jyoti ,CAN,14,4,120,90,1,Jan-26,90,4.5,120,0,0
45,VG Kambli ,INDIA,104,1,4,7,1,01-Jul,7,10.5,4,0,0
46,Kashif Raza ,PAK,1,1,30,36,1,Jan-36,36,7.2,30,0,0
47,GE Kidd ,IRE,6,5,216,172,1,Jan-27,172,4.77,216,0,0
48,R Lamba ,INDIA,32,3,19,20,1,01-Sep,20,6.31,19,0,0
49,D Lloyd ,ENG,8,1,12,3,1,01-Mar,3,1.5,12,0,0
0,JL Louw ,NAM,1,1,60,60,1,Jan-60,60,6,60,0,0
1,SV Manjrekar ,INDIA,74,3,8,10,1,01-Feb,10,7.5,8,0,0
2,AV Mankad ,INDIA,1,1,35,47,1,Jan-47,47,8.05,35,0,0
3,Mansoor Amjad ,PAK,1,1,48,44,1,Jan-44,44,5.5,48,0,0
4,AW Mathieson ,NZ,1,1,24,40,1,Jan-40,40,10,24,0,0
5,DES Maxwell ,CAN,10,3,72,70,1,Jan-23,70,5.83,72,0,0
6,PHKD Mendis ,SL,2,2,84,79,1,Jan-45,79,5.64,84,0,0
7,T Mishra ,KENYA,42,2,9,12,1,01-Jun,12,8,9,0,0
8,Mohammad Abbas ,PAK,3,3,162,153,1,Jan-44,153,5.66,162,0,0
9,Mohammad Yousuf ,Asia/PAK,288,2,2,1,1,1/0,1,3,2,0,0
10,Mohsin Khan ,PAK,75,2,12,5,1,01-Feb,5,2.5,12,0,0
11,Mujahid Jamshed ,PAK,4,1,24,6,1,01-Jun,6,1.5,24,0,0
12,W Mwayenga ,ZIM,3,3,126,157,1,Jan-61,157,7.47,126,0,0
13,J Nagenda ,EAf,1,1,54,50,1,Jan-50,50,5.55,54,0,0
14,PG Nana ,EAf,3,3,173,116,1,Jan-34,116,4.02,173,0,0
15,DP Nannes ,AUS,1,1,42,20,1,Jan-20,20,2.85,42,0,0
16,SV Nayak ,INDIA,4,4,222,161,1,Jan-51,161,4.35,222,0,0
17,A Ndlovu ,ZIM,2,2,102,80,1,Jan-29,80,4.7,102,0,0
18,Neeyamur Rashid ,BDESH,2,2,78,66,1,Jan-46,66,5.07,78,0,0
19,A Neill ,SCOT,1,1,55,24,1,Jan-24,24,2.61,55,0,0
20,AA Noffke ,AUS,1,1,54,46,1,Jan-46,46,5.11,54,0,0
21,SD Outerbridge ,BMUDA,23,7,120,94,1,01-Nov,94,4.7,120,0,0
22,JS Paris ,AUS,2,2,96,93,1,Jan-40,93,5.81,96,0,0
23,JM Parker ,NZ,24,1,16,10,1,01-Oct,10,3.75,16,0,0
24,AJ Penn ,NZ,5,5,159,201,1,Jan-50,201,7.58,159,0,0
25,N Phillip ,WI,1,1,42,22,1,Jan-22,22,3.14,42,0,0
26,PM Pushpakumara ,SL,2,2,114,105,1,Jan-40,105,5.52,114,0,0
27,S Ramesh ,INDIA,24,3,36,38,1,Jan-23,38,6.33,36,0,0
28,N Ranatunga ,SL,2,2,102,82,1,Jan-33,82,4.82,102,0,0
29,SHA Rance ,NZ,2,2,105,110,1,Jan-44,110,6.28,105,0,0
30,U Ranchod ,ZIM,3,3,174,130,1,Jan-44,130,4.48,174,0,0
31,DW Randall ,ENG,49,1,2,2,1,01-Feb,2,6,2,0,0
32,Randhir Singh ,INDIA,2,2,72,48,1,Jan-30,48,4,72,0,0
33,SS Raul ,INDIA,2,2,36,27,1,Jan-13,27,4.5,36,0,0
34,Raza-ur-Rehman ,CAN,6,5,122,128,1,Jan-59,128,6.29,122,0,0
35,Raza Hasan ,PAK,1,1,60,68,1,Jan-68,68,6.8,60,0,0
36,V Razdan ,INDIA,3,3,84,77,1,Jan-37,77,5.5,84,0,0
37,CA Reid ,USA,2,2,78,63,1,Jan-37,63,4.84,78,0,0
38,RB Reid ,NZ,9,1,7,13,1,Jan-13,13,11.14,7,0,0
39,RB Richardson ,WI,224,6,58,46,1,01-Apr,46,4.75,58,0,0
40,ADG Roberts ,NZ,1,1,56,30,1,Jan-30,30,3.21,56,0,0
41,RJ Robinson ,BMUDA,3,3,138,170,1,Jan-57,170,7.39,138,0,0
42,TS Roland-Jones ,ENG,1,1,42,34,1,Jan-34,34,4.85,42,0,0
43,LC Romero ,USA,2,1,24,52,1,Jan-52,52,13,24,0,0
44,RR Rossouw ,SA,36,3,45,44,1,Jan-17,44,5.86,45,0,0
45,Sameer Zia ,UAE,1,1,60,44,1,Jan-44,44,4.4,60,0,0
46,Saqib Ali ,UAE,5,2,60,57,1,Jan-44,57,5.7,60,0,0
47,Saqib Zulfiqar ,NL,1,1,42,49,1,Jan-49,49,7,42,0,0
48,Sayed Shirzad ,AFG,2,1,48,56,1,Jan-56,56,7,48,0,0
49,BN Schultz ,SA,1,1,54,35,1,Jan-35,35,3.88,54,0,0
0,BB Seebaran ,CAN,4,3,108,130,1,Jan-61,130,7.22,108,0,0
1,RK Sethi ,EAf,3,3,120,100,1,Jan-51,100,5,120,0,0
2,Shehzad Altaf ,UAE,2,2,78,37,1,Jan-15,37,2.84,78,0,0
3,Shakeel Khan ,PAK,1,1,54,50,1,Jan-50,50,5.55,54,0,0
4,M Shezi ,SA,1,1,36,8,1,01-Aug,8,1.33,36,0,0
5,LR Shukla ,INDIA,3,3,114,94,1,Jan-25,94,4.94,114,0,0
6,K Shuttleworth ,ENG,1,1,56,29,1,Jan-29,29,3.1,56,0,0
7,LPC Silva ,SL,75,2,42,33,1,Jan-21,33,4.71,42,0,0
8,LMP Simmons ,WI,68,12,156,172,1,01-Mar,172,6.61,156,0,0
9,RP Singh ,INDIA,2,2,82,77,1,Jan-58,77,5.63,82,0,0
10,MA Small ,WI,2,2,84,54,1,Jan-40,54,3.85,84,0,0
11,RAJ Smith ,SCOT,2,2,90,97,1,Jan-34,97,6.46,90,0,0
12,S Snater ,NL,2,2,71,63,1,Jan-41,63,5.32,71,0,0
13,GS Sobers ,WI,1,1,63,31,1,Jan-31,31,2.95,63,0,0
14,Sohaib Maqsood ,PAK,26,4,54,42,1,Jan-16,42,4.66,54,0,0
15,VS Solanki ,ENG,51,7,111,105,1,Jan-17,105,5.67,111,0,0
16,OP Stone ,ENG,4,3,96,97,1,Jan-23,97,6.06,96,0,0
17,GM Strydom ,ZIM,12,4,66,61,1,Jan-28,61,5.54,66,0,0
18,R Strydom ,IRE,9,1,48,63,1,Jan-63,63,7.87,48,0,0
19,Subashis Roy ,BDESH,1,1,60,45,1,Jan-45,45,4.5,60,0,0
20,Syed Maqsood ,UAE,2,2,66,84,1,Jan-60,84,7.63,66,0,0
21,Tanvir Mehdi ,PAK,1,1,66,72,1,Jan-72,72,6.54,66,0,0
22,Taufeeq Umar ,PAK,22,3,72,85,1,Jan-49,85,7.08,72,0,0
23,GJ Thompson ,IRE,3,3,72,73,1,Jan-35,73,6.08,72,0,0
24,AL Thomson ,AUS,1,1,64,22,1,Jan-22,22,2.06,64,0,0
25,Tushar Imran ,BDESH,41,5,126,103,1,Jan-24,103,4.9,126,0,0
26,Umair Ali ,UAE,2,2,108,125,1,Jan-65,125,6.94,108,0,0
27,Usman Ghani ,AFG,15,2,38,34,1,Jan-21,34,5.36,38,0,0
28,BO van Rooi ,NAM,3,3,120,119,1,Jan-24,119,5.95,120,0,0
29,MA Vermeulen ,ZIM,43,1,5,5,1,01-May,5,6,5,0,0
30,M Vijay ,INDIA,17,2,36,37,1,Jan-19,37,6.16,36,0,0
31,L Vincent ,NZ,102,3,20,25,1,1/0,25,7.5,20,0,0
32,Waheed Ahmed ,UAE,2,2,30,29,1,Jan-20,29,5.8,30,0,0
33,Washington Sundar ,INDIA,1,1,60,65,1,Jan-65,65,6.5,60,0,0
34,Wasim Haider ,PAK,3,3,114,79,1,Jan-36,79,4.15,114,0,0
35,S Weerakoon ,SL,2,1,60,49,1,Jan-49,49,4.9,60,0,0
36,BA Westdijk ,NL,4,4,156,195,1,Jan-56,195,7.5,156,0,0
37,S Wettimuny ,SL,35,6,57,70,1,Jan-13,70,7.36,57,0,0
38,CG Williams ,NAM,5,4,126,91,1,Jan-37,91,4.33,126,0,0
39,SC Williams ,WI,57,1,24,30,1,Jan-30,30,7.5,24,0,0
40,DJ Worrall ,AUS,3,3,158,171,1,Jan-43,171,6.49,158,0,0
41,J Yadav ,INDIA,1,1,24,8,1,01-Aug,8,2,24,0,0
42,Yashpal Sharma ,INDIA,42,8,201,199,1,Jan-27,199,5.94,201,0,0
43,BE Young ,AUS,6,5,234,251,1,Jan-26,251,6.43,234,0,0
44,Zain Abbas ,HKG,1,1,36,56,1,Jan-56,56,9.33,36,0,0
45,AK Zesers ,AUS,2,2,90,74,1,Jan-37,74,4.93,90,0,0
46,Aarif Sheikh ,NEPAL,6,1,12,10,0,,,5,,0,0
47,S Abrahams ,SA,1,1,60,40,0,,,4,,0,0
48,Abul Hasan ,BDESH,7,7,216,244,0,,,6.77,,0,0
49,FS Ahangama ,SL,1,1,18,23,0,,,7.66,,0,0
0,Ahmed Shah ,AFG,1,1,6,12,0,,,12,,0,0
1,Akram Khan ,BDESH,44,6,117,138,0,,,7.07,,0,0
2,Aman Ali ,UAE,1,1,12,22,0,,,11,,0,0
3,PK Amre ,INDIA,37,1,2,4,0,,,12,,0,0
4,J Anderson ,IRE,8,2,30,20,0,,,4,,0,0
5,Anisur Rahman ,BDESH,2,2,48,68,0,,,8.5,,0,0
6,Anwar Hossain Monir ,BDESH,1,1,48,45,0,,,5.62,,0,0
7,Ariful Haque ,BDESH,1,1,18,17,0,,,5.66,,0,0
8,Asad Shafiq ,PAK,60,2,12,18,0,,,9,,0,0
9,Ashfaq Ahmed ,PAK,3,3,102,84,0,,,4.94,,0,0
10,Asif Ali ,PAK,18,1,5,9,0,,,10.8,,0,0
11,Asif Iqbal ,1,1,1,24,32,0,,,8,,0,0
12,MS Atapattu ,SL,268,2,51,41,0,,,4.82,,0,0
13,CWJ Athey ,ENG,31,1,6,10,0,,,10,,0,0
14,RA Austin ,WI,1,1,6,13,0,,,13,,0,0
15,Babar Hayat ,HKG,22,1,6,9,0,,,9,,0,0
16,RJ Bailey ,ENG,4,1,36,25,0,,,4.16,,0,0
17,W Barresi ,NL,32,3,30,37,0,,,7.4,,0,0
18,OO Bascome ,BMUDA,6,2,18,22,0,,,7.33,,0,0
19,TC Bastiampillai ,CAN,13,3,24,31,0,,,7.75,,0,0
20,Bazid Khan ,PAK,5,1,12,11,0,,,5.5,,0,0
21,CA Best ,WI,24,2,19,12,0,,,3.78,,0,0
22,MI Black ,WI,5,5,228,196,0,,,5.15,,0,0
23,J Blackwood ,WI,2,1,18,16,0,,,5.33,,0,0
24,DL Blake ,USA,1,1,6,7,0,,,7,,0,0
25,GH Bodi ,SA,2,1,6,8,0,,,8,,0,0
26,DC Boon ,AUS,181,7,82,86,0,,,6.29,,0,0
27,SG Borthwick ,ENG,2,2,54,72,0,,,8,,0,0
28,T Bosch ,SA,2,2,51,66,0,,,7.76,,0,0
29,JWHD Boteju ,SL,2,2,102,113,0,,,6.64,,0,0
30,SA Britton ,IRE,1,1,36,37,0,,,6.16,,0,0
31,BC Broad ,ENG,34,1,6,6,0,,,6,,0,0
32,AD Brown ,ENG,16,1,6,5,0,,,5,,0,0
33,CE Bulfin ,NZ,4,3,102,109,0,,,6.41,,0,0
34,SF Burger ,NAM,2,2,66,67,0,,,6.09,,0,0
35,JD Campbell ,WI,6,1,6,13,0,,,13,,0,0
36,MA Carberry ,ENG,6,1,6,12,0,,,12,,0,0
37,KED Carroll ,IRE,6,1,6,8,0,,,8,,0,0
38,G Chapple ,ENG,1,1,24,14,0,,,3.5,,0,0
39,J Charles ,WI,48,1,5,12,0,,,14.4,,0,0
40,K Christie ,HKG,1,1,6,18,0,,,18,,0,0
41,DB Close ,ENG,3,1,18,21,0,,,7,,0,0
42,DJ Colley ,AUS,1,1,66,72,0,,,6.54,,0,0
43,AN Connolly ,AUS,1,1,64,62,0,,,5.81,,0,0
44,JJ Crowe ,NZ,75,1,6,1,0,,,1,,0,0
45,CD Cumming ,NZ,13,1,18,17,0,,,5.66,,0,0
46,GN de Silva ,SL,4,4,194,169,0,,,5.22,,0,0
47,BJ Diamanti ,NZ,1,1,12,25,0,,,12.5,,0,0
48,S Dube ,INDIA,1,1,47,68,0,,,8.68,,0,0
49,N Dutta ,CAN,1,1,36,31,0,,,5.16,,0,0
0,DD Ebrahim ,ZIM,82,2,5,11,0,,,13.2,,0,0
1,BA Edgar ,NZ,64,1,12,5,0,,,2.5,,0,0
2,WJ Edwards ,AUS,1,1,1,0,0,,,0,,0,0
3,RR Emrit ,WI,2,2,84,99,0,,,7.07,,0,0
4,MG Erasmus ,NAM,5,3,96,65,0,,,4.06,,0,0
5,JJ Esmeijer ,NL,6,6,228,208,0,,,5.47,,0,0
6,Fahim Muntasir ,BDESH,3,3,169,111,0,,,3.94,,0,0
7,NH Fairbrother ,ENG,75,1,6,9,0,,,9,,0,0
8,Faisal Iqbal ,PAK,18,2,18,33,0,,,11,,0,0
9,Fayyaz Ahmed ,UAE,3,3,162,121,0,,,4.48,,0,0
10,Fazl-e-Akbar ,PAK,2,2,72,48,0,,,4,,0,0
11,Fazle Mahmud ,BDESH,2,1,18,16,0,,,5.33,,0,0
12,AM Fernando ,SL,1,1,12,22,0,,,11,,0,0
13,BOP Fernando ,SL,6,1,12,16,0,,,8,,0,0
14,ADS Fletcher ,WI,25,3,28,26,0,,,5.57,,0,0
15,A Flower ,ZIM,213,2,30,23,0,,,4.6,,0,0
16,DR Flynn ,NZ,20,3,24,25,0,,,6.25,,0,0
17,CR Foggo ,BMUDA,4,1,1,2,0,,,12,,0,0
18,PJ Franks ,ENG,1,1,54,48,0,,,5.33,,0,0
19,Frasat Ali ,EAf,3,3,144,107,0,,,4.45,,0,0
20,G Gambhir ,INDIA,147,1,6,13,0,,,13,,0,0
21,D Ganga ,WI,35,1,1,4,0,,,24,,0,0
22,SP Gauchan ,NEPAL,1,1,24,15,0,,,3.75,,0,0
23,TG Gordon ,CAN,5,2,15,25,0,,,10,,0,0
24,DI Gower ,ENG,114,2,5,14,0,,,16.8,,0,0
25,MJ Greatbatch ,NZ,84,1,6,5,0,,,5,,0,0
26,FRMD Gunatilleke ,SL,1,1,54,34,0,,,3.77,,0,0
27,Gurkeerat Singh ,INDIA,3,3,60,68,0,,,6.8,,0,0
28,Hannan Sarkar ,BDESH,20,1,3,13,0,,,26,,0,0
29,Hashmatullah Shahidi ,AFG,39,2,18,25,0,,,8.33,,0,0
30,ML Hayden ,AUS/ICC,161,1,6,18,0,,,18,,0,0
31,RL Hayes ,NZ,1,1,42,31,0,,,4.42,,0,0
32,DL Haynes ,WI,238,1,30,24,0,,,4.8,,0,0
33,C Hemraj ,WI,6,1,7,9,0,,,7.71,,0,0
34,VR Hogg ,ZIM,2,2,90,49,0,,,3.26,,0,0
35,DAW Hollis ,BMUDA,1,1,42,43,0,,,6.14,,0,0
36,AC Hudson ,SA,89,1,6,3,0,,,3,,0,0
37,KJ Hughes ,AUS,97,1,1,4,0,,,24,,0,0
38,Hussain Talat ,PAK,1,1,12,16,0,,,8,,0,0
39,EH Hutchinson ,USA,4,3,78,82,0,,,6.3,,0,0
40,N Ifill ,CAN,4,3,72,88,0,,,7.33,,0,0
41,CA Ingram ,SA,31,1,6,17,0,,,17,,0,0
42,Irfan Fazil ,PAK,1,1,36,46,0,,,7.66,,0,0
43,Irfan Sajid ,UAE,1,1,30,23,0,,,4.6,,0,0
44,Ishtiaq Muhammad ,HKG,1,1,18,24,0,,,8,,0,0
45,SS Iyer ,INDIA,12,2,12,15,0,,,7.5,,0,0
46,Jahangir Alam Talukdar ,BDESH,2,2,42,36,0,,,5.14,,0,0
47,Jamaluddin Ahmed ,BDESH,1,1,24,28,0,,,7,,0,0
48,JA Jameson ,ENG,3,1,12,3,0,,,1.5,,0,0
49,WS Jayantha ,SL,17,6,55,46,0,,,5.01,,0,0
0,NGRP Jayasuriya ,SL,2,2,96,95,0,,,5.93,,0,0
1,TJ Jenner ,AUS,1,1,64,28,0,,,2.62,,0,0
2,Junaid Siddique ,BDESH,54,2,12,13,0,,,6.5,,0,0
3,Kaleemullah ,OMAN,3,3,90,84,0,,,5.6,,0,0
4,SMS Kaluperuma ,SL,2,1,6,3,0,,,3,,0,0
5,AL Kandappah ,CAN,2,1,1,4,0,,,24,,0,0
6,Karim Janat ,AFG,1,1,24,31,0,,,7.75,,0,0
7,FDM Karunaratne ,SL,28,2,16,18,0,,,6.75,,0,0
8,S Kaul ,INDIA,3,3,162,179,0,,,6.62,,0,0
9,PHT Kaushal ,SL,1,1,36,25,0,,,4.16,,0,0
10,JC Kent ,SA,2,2,48,57,0,,,7.12,,0,0
11,AN Kervezee ,NL,39,2,24,34,0,,,8.5,,0,0
12,S Keshvani ,CAN,5,2,48,48,0,,,6,,0,0
13,G Kirsten ,SA,185,3,30,23,0,,,4.6,,0,0
14,CKB Kulasekara ,SL,4,4,78,80,0,,,6.15,,0,0
15,AJ Lamb ,ENG,122,1,6,3,0,,,3,,0,0
16,CB Lambert ,USA/WI,12,2,72,74,0,,,6.16,,0,0
17,JPR Lamsam ,HKG,2,2,36,47,0,,,7.83,,0,0
18,W Larkins ,ENG,25,2,15,22,0,,,8.8,,0,0
19,VVS Laxman ,INDIA,86,4,42,40,0,,,5.71,,0,0
20,AL Logie ,WI,158,4,24,18,0,,,4.5,,0,0
21,CH Lonsdale ,BMUDA,1,1,12,19,0,,,9.5,,0,0
22,AGR Loudon ,ENG,1,1,36,36,0,,,6,,0,0
23,AJ Mackay ,ZIM,3,3,132,137,0,,,6.22,,0,0
24,ND McKenzie ,SA,64,5,46,27,0,,,3.52,,0,0
25,RS Madugalle ,SL,63,1,4,1,0,,,1.5,,0,0
26,Mafizur Rahman ,BDESH,4,4,66,73,0,,,6.63,,0,0
27,RS Mahanama ,SL,213,2,2,7,0,,,21,,0,0
28,GI Maiden ,SCOT,7,1,48,38,0,,,4.75,,0,0
29,GT Main ,SCOT,1,1,30,30,0,,,6,,0,0
30,AO Malhotra ,INDIA,20,1,6,0,0,,,0,,0,0
31,Mansoor Rana ,PAK,2,1,6,7,0,,,7,,0,0
32,Maqsood Rana ,PAK,1,1,12,11,0,,,5.5,,0,0
33,I Maraj ,CAN,6,1,27,22,0,,,4.88,,0,0
34,GR Marsh ,AUS,117,1,6,4,0,,,4,,0,0
35,XM Marshall ,USA/WI,33,2,9,6,0,,,4,,0,0
36,PS Masvaure ,ZIM,2,1,18,19,0,,,6.33,,0,0
37,Mazharul Haque ,BDESH,1,1,4,4,0,,,6,,0,0
38,Mazhar Hussain ,UAE,7,2,48,60,0,,,7.5,,0,0
39,GJ McCarter ,IRE,1,1,48,38,0,,,4.75,,0,0
40,Mehrab Hossain ,BDESH,18,3,30,42,0,,,8.4,,0,0
41,MA Meman ,ZIM,1,1,41,34,0,,,4.97,,0,0
42,BKG Mendis ,SL,73,2,20,28,0,,,8.4,,0,0
43,Misbah-ul-Haq ,PAK,162,1,24,30,0,,,7.5,,0,0
44,HS Modi ,KENYA,63,4,19,27,0,,,8.52,,0,0
45,Mohammad Boota ,UAE,9,1,12,10,0,,,5,,0,0
46,Mohammad Nadeem ,OMAN,4,1,18,23,0,,,7.66,,0,0
47,JN Mohammed ,WI,28,8,146,131,0,,,5.38,,0,0
48,Mohammed Siraj ,INDIA,1,1,60,76,0,,,7.6,,0,0
49,PJK Mooney ,IRE,4,4,87,100,0,,,6.89,,0,0
0,RS Morton ,WI,56,1,6,2,0,,,2,,0,0
1,M Mulla ,CAN,1,1,60,64,0,,,6.4,,0,0
2,CT Mumba ,ZIM,2,2,62,67,0,,,6.48,,0,0
3,Munir Dar ,HKG,2,2,108,89,0,,,4.94,,0,0
4,TK Musakanda ,ZIM,15,1,12,11,0,,,5.5,,0,0
5,Mushtaq Mohammad ,PAK,10,2,42,23,0,,,3.28,,0,0
6,Nadeem Khan ,PAK,2,2,96,81,0,,,5.06,,0,0
7,Naeem Ahmed ,PAK,1,1,60,43,0,,,4.3,,0,0
8,Naeem Ashraf ,PAK,2,2,42,52,0,,,7.42,,0,0
9,Najaf Shah ,PAK,1,1,60,59,0,,,5.9,,0,0
10,Najibullah Zadran ,AFG,67,2,30,30,0,,,6,,0,0
11,Nasir Jamal ,AFG,16,1,6,7,0,,,7,,0,0
12,Naved Latif ,PAK,11,3,48,51,0,,,6.37,,0,0
13,AM Nayar ,INDIA,3,1,18,17,0,,,5.66,,0,0
14,MJ North ,AUS,2,1,18,16,0,,,5.33,,0,0
15,FN Otieno ,KENYA,4,1,6,2,0,,,2,,0,0
16,KO Otieno ,KENYA,90,1,6,5,0,,,5,,0,0
17,C Overton ,ENG,1,1,42,55,0,,,7.85,,0,0
18,MB Owens ,NZ,1,1,48,37,0,,,4.62,,0,0
19,M Panchal ,NL,1,1,30,10,0,,,2,,0,0
20,GK Pandey ,INDIA,2,2,78,60,0,,,4.61,,0,0
21,Pankaj Singh ,INDIA,1,1,42,45,0,,,6.42,,0,0
